Date,source_sheet,Bird,Feeder Visits
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,9.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,16.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",House Finch,40.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,4.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,7.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,5.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-03-29,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,45.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,35.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,29.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,1.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,6.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,5.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",House Finch,35.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,9.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,20.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-03-30,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,25.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,46.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,13.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,4.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,13.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",House Finch,36.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,7.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,7.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-03-31,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,45.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,32.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,36.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,14.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,5.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",House Finch,40.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,13.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,8.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-04-01,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,62.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,39.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,78.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,11.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,48.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",House Finch,43.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,1.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,18.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,5.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,3.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-04-02,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,59.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,27.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,43.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,17.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,3.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,27.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",House Finch,64.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,8.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,24.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,9.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-04-03,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Northern Cardinal,9.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Tufted Titmouse,1.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Blue Jay,8.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Downy Woodpecker,4.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",White-breasted Nuthatch,2.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Dark-eyed Junco,10.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",House Finch,6.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Red-bellied Woodpecker,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Black-capped Chickadee,2.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Mourning Dove,2.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Common Grackle,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Red-breasted Nuthatch,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Carolina Wren,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",House Sparrow,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",White-throated Sparrow,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Hairy Woodpecker,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Song Sparrow,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",American Robin,0.0
2026-04-04,"Essex Fells, NJ 07021 Daily Sum",Pine Warbler,0.0
2025-10-05,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,18.0
2025-10-05,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,1.0
2025-10-06,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,51.0
2025-10-06,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,8.0
2025-10-06,"Jacksonville, FL 32259 Daily Su",Gray Catbird,1.0
2025-10-06,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,5.0
2025-10-07,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,39.0
2025-10-07,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,22.0
2025-10-07,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,28.0
2025-10-07,"Jacksonville, FL 32259 Daily Su",Carolina Wren,2.0
2025-10-08,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,49.0
2025-10-08,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,61.0
2025-10-08,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,28.0
2025-10-09,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,77.0
2025-10-09,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,3.0
2025-10-09,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,22.0
2025-10-10,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,86.0
2025-10-10,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,87.0
2025-10-10,"Jacksonville, FL 32259 Daily Su",Carolina Wren,11.0
2025-10-10,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,127.0
2025-10-11,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,124.0
2025-10-11,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,117.0
2025-10-11,"Jacksonville, FL 32259 Daily Su",Carolina Wren,7.0
2025-10-11,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,126.0
2025-10-11,"Jacksonville, FL 32259 Daily Su",Red-bellied Woodpecker,1.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,116.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,59.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Carolina Wren,12.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,53.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Red-bellied Woodpecker,1.0
2025-10-12,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,1.0
2025-10-13,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,71.0
2025-10-13,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,46.0
2025-10-13,"Jacksonville, FL 32259 Daily Su",Carolina Wren,8.0
2025-10-13,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,44.0
2025-10-13,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,14.0
2025-10-14,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,67.0
2025-10-14,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,37.0
2025-10-14,"Jacksonville, FL 32259 Daily Su",Carolina Wren,3.0
2025-10-14,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,34.0
2025-10-14,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,15.0
2025-10-15,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,47.0
2025-10-15,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,27.0
2025-10-15,"Jacksonville, FL 32259 Daily Su",Carolina Wren,3.0
2025-10-15,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,25.0
2025-10-15,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,26.0
2025-10-16,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,67.0
2025-10-16,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,26.0
2025-10-16,"Jacksonville, FL 32259 Daily Su",Carolina Wren,8.0
2025-10-16,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,16.0
2025-10-16,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,15.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,56.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,26.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Carolina Wren,12.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,13.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Mourning Dove,19.0
2025-10-17,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,10.0
2025-10-18,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,25.0
2025-10-18,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,6.0
2025-10-18,"Jacksonville, FL 32259 Daily Su",Carolina Wren,11.0
2025-10-18,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,18.0
2025-10-18,"Jacksonville, FL 32259 Daily Su",Mourning Dove,4.0
2025-10-19,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,56.0
2025-10-19,"Jacksonville, FL 32259 Daily Su",Carolina Wren,17.0
2025-10-19,"Jacksonville, FL 32259 Daily Su",Mourning Dove,12.0
2025-10-19,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,11.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,38.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,11.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Carolina Wren,15.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,10.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Common Ground Dove,14.0
2025-10-20,"Jacksonville, FL 32259 Daily Su",Mourning Dove,14.0
2025-10-21,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,47.0
2025-10-21,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,4.0
2025-10-21,"Jacksonville, FL 32259 Daily Su",Carolina Wren,36.0
2025-10-21,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,10.0
2025-10-21,"Jacksonville, FL 32259 Daily Su",Mourning Dove,36.0
2025-10-22,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,55.0
2025-10-22,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,1.0
2025-10-22,"Jacksonville, FL 32259 Daily Su",Carolina Wren,10.0
2025-10-22,"Jacksonville, FL 32259 Daily Su",Mourning Dove,64.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,64.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,72.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Carolina Wren,15.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Mourning Dove,162.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Red-bellied Woodpecker,4.0
2025-10-23,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,81.0
2025-10-24,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,40.0
2025-10-24,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,19.0
2025-10-24,"Jacksonville, FL 32259 Daily Su",Carolina Wren,10.0
2025-10-24,"Jacksonville, FL 32259 Daily Su",Mourning Dove,106.0
2025-10-24,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,22.0
2025-10-25,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,30.0
2025-10-25,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,26.0
2025-10-25,"Jacksonville, FL 32259 Daily Su",Carolina Wren,3.0
2025-10-25,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,16.0
2025-10-25,"Jacksonville, FL 32259 Daily Su",Mourning Dove,97.0
2025-10-26,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,44.0
2025-10-26,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,4.0
2025-10-26,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,2.0
2025-10-26,"Jacksonville, FL 32259 Daily Su",Mourning Dove,83.0
2025-10-27,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,55.0
2025-10-27,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,47.0
2025-10-27,"Jacksonville, FL 32259 Daily Su",Carolina Wren,12.0
2025-10-27,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,32.0
2025-10-27,"Jacksonville, FL 32259 Daily Su",Mourning Dove,129.0
2025-10-28,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,25.0
2025-10-28,"Jacksonville, FL 32259 Daily Su",Mourning Dove,35.0
2025-10-28,"Jacksonville, FL 32259 Daily Su",Carolina Wren,7.0
2025-10-28,"Jacksonville, FL 32259 Daily Su",Red-bellied Woodpecker,4.0
2025-10-29,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,34.0
2025-10-29,"Jacksonville, FL 32259 Daily Su",Mourning Dove,110.0
2025-10-29,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,23.0
2025-10-29,"Jacksonville, FL 32259 Daily Su",Carolina Wren,1.0
2025-10-29,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,28.0
2025-10-30,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,24.0
2025-10-30,"Jacksonville, FL 32259 Daily Su",Mourning Dove,147.0
2025-10-30,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,7.0
2025-10-30,"Jacksonville, FL 32259 Daily Su",Carolina Wren,4.0
2025-10-30,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,0.0
2025-10-31,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,43.0
2025-10-31,"Jacksonville, FL 32259 Daily Su",Mourning Dove,189.0
2025-10-31,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,18.0
2025-10-31,"Jacksonville, FL 32259 Daily Su",Carolina Wren,3.0
2025-10-31,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,6.0
2025-11-01,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,18.0
2025-11-01,"Jacksonville, FL 32259 Daily Su",Mourning Dove,117.0
2025-11-01,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,5.0
2025-11-01,"Jacksonville, FL 32259 Daily Su",Carolina Wren,11.0
2025-11-01,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,6.0
2025-11-02,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,7.0
2025-11-02,"Jacksonville, FL 32259 Daily Su",Mourning Dove,38.0
2025-11-02,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,4.0
2025-11-02,"Jacksonville, FL 32259 Daily Su",Carolina Wren,2.0
2025-11-03,"Jacksonville, FL 32259 Daily Su",Mourning Dove,10.0
2025-11-03,"Jacksonville, FL 32259 Daily Su",Carolina Wren,6.0
2025-11-03,"Jacksonville, FL 32259 Daily Su",Red-bellied Woodpecker,1.0
2025-11-04,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,3.0
2025-11-05,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-05,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,1.0
2025-11-05,"Jacksonville, FL 32259 Daily Su",Carolina Wren,2.0
2025-11-05,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,2.0
2025-11-06,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-06,"Jacksonville, FL 32259 Daily Su",Carolina Wren,3.0
2025-11-06,"Jacksonville, FL 32259 Daily Su",Mourning Dove,1.0
2025-11-06,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,2.0
2025-11-07,"Jacksonville, FL 32259 Daily Su",Mourning Dove,4.0
2025-11-07,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,3.0
2025-11-08,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-08,"Jacksonville, FL 32259 Daily Su",Mourning Dove,1.0
2025-11-09,"Jacksonville, FL 32259 Daily Su",Carolina Wren,1.0
2025-11-09,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-10,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-12,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,1.0
2025-11-13,"Jacksonville, FL 32259 Daily Su",Mourning Dove,1.0
2025-11-14,"Jacksonville, FL 32259 Daily Su",Carolina Wren,2.0
2025-11-15,"Jacksonville, FL 32259 Daily Su",Mourning Dove,1.0
2025-11-16,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,21.0
2025-11-16,"Jacksonville, FL 32259 Daily Su",Carolina Wren,4.0
2025-11-16,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,23.0
2025-11-16,"Jacksonville, FL 32259 Daily Su",Eastern Bluebird,10.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,6.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Carolina Wren,5.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,8.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Mourning Dove,25.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Eastern Bluebird,3.0
2025-11-17,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,6.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,3.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Carolina Wren,23.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Mourning Dove,80.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,18.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,17.0
2025-11-18,"Jacksonville, FL 32259 Daily Su",Eastern Bluebird,4.0
2025-11-19,"Jacksonville, FL 32259 Daily Su",Carolina Wren,8.0
2025-11-19,"Jacksonville, FL 32259 Daily Su",Mourning Dove,129.0
2025-11-19,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,43.0
2025-11-19,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,21.0
2025-11-20,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,10.0
2025-11-20,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,1.0
2025-11-20,"Jacksonville, FL 32259 Daily Su",Carolina Wren,6.0
2025-11-20,"Jacksonville, FL 32259 Daily Su",Mourning Dove,52.0
2025-11-20,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,4.0
2025-11-21,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,18.0
2025-11-21,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,2.0
2025-11-21,"Jacksonville, FL 32259 Daily Su",Carolina Wren,16.0
2025-11-21,"Jacksonville, FL 32259 Daily Su",Mourning Dove,96.0
2025-11-21,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,19.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,11.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,13.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Carolina Wren,28.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,35.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Mourning Dove,45.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Eastern Bluebird,64.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Eastern Phoebe,4.0
2025-11-22,"Jacksonville, FL 32259 Daily Su",Pine Warbler,7.0
2025-11-23,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,17.0
2025-11-23,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,8.0
2025-11-23,"Jacksonville, FL 32259 Daily Su",Carolina Wren,18.0
2025-11-23,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,37.0
2025-11-23,"Jacksonville, FL 32259 Daily Su",Mourning Dove,72.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Northern Cardinal,38.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Carolina Chickadee,3.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Carolina Wren,25.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Tufted Titmouse,22.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Mourning Dove,121.0
2025-11-24,"Jacksonville, FL 32259 Daily Su",Pine Warbler,2.0
