Date,Bird,Time,LeftPecks,RightPecks,LeftSeed,RightSeed,source_sheet,Notes,CoolDown
2025-11-19,Red-bellied Woodpecker,09:23:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,09:25:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,09:26:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:26:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,09:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,09:36:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,09:41:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,09:42:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:42:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,09:43:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:45:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,09:47:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,09:50:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,09:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,09:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,09:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,09:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,09:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,09:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,09:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,09:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:24:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,10:29:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:42:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:44:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:44:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:45:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,10:47:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:47:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,10:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,10:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,10:57:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:57:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,10:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,10:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,11:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:02:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:02:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,11:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,11:07:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,11:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:10:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:11:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,11:15:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,11:19:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,11:19:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,11:22:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,11:23:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Dark-eyed Junco,11:26:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:40:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:41:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:46:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,11:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:50:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:53:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,11:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,11:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:03:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:06:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:10:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:11:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:11:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,12:11:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:12:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,12:12:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:14:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:15:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:17:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:18:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:18:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:22:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:22:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:23:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:25:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:27:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:27:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,12:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:30:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:30:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,12:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:36:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:36:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:37:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:39:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,12:40:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:41:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:43:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:44:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:44:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:44:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,12:45:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:45:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:47:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,12:50:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:50:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,12:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Common Grackle,12:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Common Grackle,12:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Common Grackle,12:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,12:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:02:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Black-capped Chickadee,13:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Black-capped Chickadee,13:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:07:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:11:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:14:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:16:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:17:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:18:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:20:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:21:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Mourning Dove,13:23:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:24:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:26:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:27:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:30:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,13:35:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:36:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:41:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,13:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:50:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,13:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,13:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,13:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,13:53:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,13:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:00:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,14:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,14:02:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,14:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Common Grackle,14:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,14:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Common Grackle,14:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,14:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:13:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:18:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:20:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:24:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:25:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Blue Jay,14:27:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:37:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:37:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,14:39:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:40:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:40:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:40:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:42:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:43:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:45:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:46:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:48:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:49:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Downy Woodpecker,14:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:51:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:52:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:54:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:55:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:56:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:58:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,14:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,14:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,14:59:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,15:01:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,15:04:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,15:05:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,15:06:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:06:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:08:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Northern Cardinal,15:09:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:10:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:12:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:15:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:16:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:18:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Tufted Titmouse,15:19:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:19:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:20:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:22:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:24:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:24:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:25:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:27:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:28:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:29:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:31:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,White-breasted Nuthatch,15:32:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:34:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,House Finch,15:35:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
2025-11-19,Red-bellied Woodpecker,15:35:00,,,Seed,Seed,essex_fells_nj_07021,,1 min
